ID,NAME,DESCRIPTION,LEVEL,CATEGORY,CATEGORY_NAME,VERSION,LATEST_VERSION
322,Medical Equipment and Technology,The Medical Equipment and Technology subcategory includes skills relating to the use of equipment and technology in a medical setting.,1,14,Health Care,9.31,true
323,Medical Imaging,The Medical Imaging subcategory includes skills related to the use of x-rays and other technologies to view the human body in order to diagnose and treat diseases.,1,14,Health Care,9.31,true
325,Medical Support,"The Medical Support subcategory includes skills related to providing support to healthcare providers and patients while they provide or receive medical treatment, such as nursing assistance, sterile processing, and patient transport.",1,14,Health Care,9.31,true
326,Mental and Behavioral Health Specialties,The Mental and Behavioral Health Specialties subcategory includes skills related to care and treatment of a person’s psychological and emotional well-being.,1,14,Health Care,9.31,true
327,Mental Health Diseases and Disorders,The Mental Health Diseases and Disorders subcategory includes skills related to diagnosis and treatment of mental health diseases and disorders.,1,14,Health Care,9.31,true
328,Mental Health Therapies,The Mental Health Therapies subcategory includes skills related to providing therapy and treatment for mental health disorders and diseases.,1,14,Health Care,9.31,true
329,Mobility Assistance,The Mobility Assistance subcategory includes skills related to diagnosing and treating mobility disorders.,1,14,Health Care,9.31,true
330,Nephrology,The Nephrology subcategory includes skills related to diagnosing and treating kidney disorders.,1,14,Health Care,9.31,true
331,Neurology,The Neurology subcategory includes skills related to diagnosing and treating disorders of the nervous system.,1,14,Health Care,9.31,true
332,Nuclear Medicine,"The Nuclear Medicine subcategory includes skills related to using radioactive substances in the research, diagnosis, or treatment of diseases and disorders.",1,14,Health Care,9.31,true
333,Nutrition and Diet,The Nutrition and Diet subcategory includes skills relate to improving a patient’s diet and providing them with good nutrition to improve their health outcomes.,1,14,Health Care,9.31,true
334,Obstetrics and Gynecology (OBGYN),The Obstetrics and Gynecology (OBGYN) subcategory includes skills related to caring for women during pregnancy and childbirth and the diagnosis and treatment of diseases of the female reproductive organs.,1,14,Health Care,9.31,true
335,Oncology,The Oncology subcategory includes skills related to the diagnosis and treatment of cancer.,1,14,Health Care,9.31,true
336,Orthopedics,The Orthopedics subcategory includes skills related to the diagnosis and treatment of disorders of the musculoskeletal system.,1,14,Health Care,9.31,true
337,Pathology,"The Pathology subcategory includes skills related to studying the causes and effects of diseases, including the laboratory examination of samples of body tissue for diagnostic purposes.",1,14,Health Care,9.31,true
338,Patient Education and Support,The Patient Education and Support subcategory includes skills related to providing patients with information on medical procedures and providing patients with emotional support and counseling.,1,14,Health Care,9.31,true
340,Pediatrics,The Pediatrics subcategory includes skills related to the diagnosis and treatment of childhood diseases.,1,14,Health Care,9.31,true
341,Pharmacy,The Pharmacy subcategory includes skills related to the preparation and dispensing of medicinal drugs.,1,14,Health Care,9.31,true
342,Physical Therapy,"The Physical Therapy subcategory includes skills related to treating disease, injury, or deformity by physical means, such as exercise.",1,14,Health Care,9.31,true
343,Poison Control,"The Poison Control skills subcategory includes skills relating to the advice, assistance, and medical care given after exposure to poisonous or hazardous substances.",1,14,Health Care,9.31,true
344,Public Health and Disease Prevention,"The Public Health and Disease Prevention subcategory includes skills related to dealing with public health, including epidemiology and disease prevention.",1,14,Health Care,9.31,true
345,Pulmonology,The Pulmonology subcategory includes skills related to diagnosing and treating diseases of the respiratory tract.,1,14,Health Care,9.31,true
346,Rehabilitation,The Rehabilitation subcategory includes skills related to restoring a person to health through training and therapy after addiction or illness.,1,14,Health Care,9.31,true
347,Speech Language Pathology,"The Speech Language Pathology subcategory includes skills related to diagnosing and treating communication, voice, speech, and swallowing disorders.",1,14,Health Care,9.31,true
348,Surgery,The Surgery subcategory includes skills related to investigating and treating injuries or disorders of the body by incision or manipulation.,1,14,Health Care,9.31,true
349,Urology,The Urology subcategory includes skills related to the branch of medicine that focuses on surgical and medical diseases of the male and female urinary-tract system and the male reproductive organs.,1,14,Health Care,9.31,true
649,Health Care Administration,The Health Care Administration subcategory includes skills related to the management and administration of medical facilities.,1,14,Health Care,9.31,true
350,Events and Conferences,"The Events and Conferences subcategory includes skills related to planning and executing large-scale events, such as conferences, ceremonies, weddings, and conventions.",1,15,Hospitality and Food Services,9.31,true
351,Food and Beverage,The Food and Beverage subcategory includes skills related to the preparation and service of food and beverages.,1,15,Hospitality and Food Services,9.31,true
352,Hotels and Accommodations,The Hotels and Accommodations subcategory includes skills related to managing and operating hotels and other guest accommodations.,1,15,Hospitality and Food Services,9.31,true
354,Travel and Tourism,"The Travel and Tourism subcategory includes skills related to providing advice and services to travelers, such as travel planning, booking reservations, and guided tours.",1,15,Hospitality and Food Services,9.31,true
652,Hospitality Services,"The Hospitality Services subcategory includes skills required in a variety of occupations across the hospitality industry, such as hotel and restaurant management, reservations, and valet parking.",1,15,Hospitality and Food Services,9.31,true
355,Compensation and Benefits,"The Compensation and Benefits subcategory includes skills related to managing employee compensation, benefits, and rewards.",1,16,Human Resources,9.31,true
356,Employee Relations,The Employee Relations subcategory includes skills related to managing relations between employee and employer and ensuring fair and consistent treatment to all employees.,1,16,Human Resources,9.31,true
357,Employee Training,The Employee Training subcategory includes skills related to onboarding new employees and the ongoing training of employees.,1,16,Human Resources,9.31,true
358,Human Resources Management and Planning,"The Human Resource Management and Planning subcategory includes skills related to managing an organization's human resources, including formulating hiring strategies, setting human resource policies, and planning personnel needs.",1,16,Human Resources,9.31,true
359,Human Resources Software,"The Human Resources Software subcategory includes software tools used for human resource purposes, such as applicant tracking systems.",1,16,Human Resources,9.31,true
360,Payroll,"The Payroll subcategory includes skills and software tools related to payroll processing, disbursement, and record-keeping.",1,16,Human Resources,9.31,true
361,Recruitment,"The Recruitment subcategory includes skills related to analyzing job requirements, attracting employees, screening and selecting applicants, and hiring to fill a vacant position.",1,16,Human Resources,9.31,true
363,Computer Science,"The Computer Science skills subcategory includes skills related to the study of information and computation, including computer systems, programming languages, algorithms, data structures, and programming.",1,17,Information Technology,9.31,true
365,Agile Software Development,"The Agile Software Development subcategory includes skills related to an iterative approach to software development where solutions evolve through the collaborative effort of self-organizing and cross-functional teams.  It advocates adaptive planning, early delivery, and continual improvement, and it encourages rapid and flexible response to change.",1,17,Information Technology,9.31,true
367,Malware Protection,"The Malware Protection subcategory includes skills related to the use of computer software to protect individual computing devices, servers, or networks from infections caused by malicious software such as viruses, rootkits, ransomware, and spyware.",1,17,Information Technology,9.31,true
369,Application Programming Interface (API),"The Application Programming Interface (API) subcategory includes skills related to the use or management of a set of subroutine definitions, communication protocols, and tools for building software.",1,17,Information Technology,9.31,true
372,Artificial Intelligence and Machine Learning (AI/ML),"The Artificial Intelligence and Machine Learning (AI/ML) subcategory includes skills related to the design and use of intelligent machines to mimic cognitive functions that humans associate with the human mind, such as learning and problem solving.",1,17,Information Technology,9.31,true
374,Augmented and Virtual Reality (AR/VR),The Augmented and Virtual Reality (AR/VR) subcategory includes skills related to computer-generated objects or environments that simulate or enhance real-world experiences.,1,17,Information Technology,9.31,true
375,Backup Software,"The Backup Software subcategory includes skills related to creating supplementary exact copies of files, databases, or entire computers to restore the original contents in the event of data loss.",1,17,Information Technology,9.31,true
376,Basic Technical Knowledge,"The Basic Technical Knowledge subcategory includes skills related to a basic understanding and use of common technological devices, terminology, and software tools, such as smartphones, keyboards, and web browsers.",1,17,Information Technology,9.31,true
378,Blockchain,"The Blockchain subcategory includes skills related to blockchain technology - a distributed ledger system that uses a series of linked, encrypted data records, called blocks, to securely record transactions.",1,17,Information Technology,9.31,true
379,C and C++,The C and C++ subcategory includes skills related to computer programming using the C and C++ programming languages.,1,17,Information Technology,9.31,true
381,Cloud Computing,"The Cloud Computing subcategory includes skills related to providing computer system resources, products, and services over the internet.",1,17,Information Technology,9.31,true
382,Cloud Solutions,"The Cloud Solutions subcategory includes specific services, computer networks, storage, applications, or resources accessed via the internet.",1,17,Information Technology,9.31,true
384,Collaborative Software,The Collaborative Software subcategory includes skills related to using application software designed to help people involved in a common task to achieve their goals.,1,17,Information Technology,9.31,true
386,Computer Hardware,"The Computer Hardware subcategory includes skills related to the physical, tangible parts or components of a computer, such as the cabinet, central processing unit, monitor, keyboard, computer data storage, graphics card, sound card, speakers, and motherboard.",1,17,Information Technology,9.31,true
387,Log Management,"The Log Management subcategory includes skills and software tools related to the creation, analysis, and output of computer log files.",1,17,Information Technology,9.31,true
389,Configuration Management,"The Configuration Management subcategory includes skills related to the systems engineering process of creating, maintaining, and controlling the consistency and quality of a product's attributes and performance over time.",1,17,Information Technology,9.31,true
391,Content Management Systems,The Content Management Systems subcategory includes skills related to using software to manage the creation and modification of digital content.,1,17,Information Technology,9.31,true
392,Cybersecurity,"The Cybersecurity subcategory includes skills related to protecting computer systems from theft or damage to hardware, software, or electronic data.",1,17,Information Technology,9.31,true
393,Data Collection,The Data Collection subcategory includes skills related to gathering information and measurements in a systematic way in order to answer specific questions and predict or evaluate outcomes.,1,17,Information Technology,9.31,true
395,Data Management,"The Data Management subcategory includes skills related to managing the data collected and created by an organization, such as data governance, data architecture, data integration, and data quality.",1,17,Information Technology,9.31,true
396,Data Storage,The Data Storage subcategory includes skills related to storing digital data using computer hardware or other recording devices.,1,17,Information Technology,9.31,true
400,Database Architecture and Administration,"The Database Architecture and Administration subcategory includes skills related to the design, construction, implementation, and maintenance of a database system.",1,17,Information Technology,9.31,true
406,Distributed Computing,"The Distributed Computing subcategory includes skills related to the use of a system whose components are run on different computers and which communicate and coordinate their actions by communicating over a shared network, such as remote procedure call and distributed file systems.",1,17,Information Technology,9.31,true
409,Enterprise Application Management,The Enterprise Application Management subcategory includes skills and software tools used to manage and integrate a set of computer applications within a single business or organization.,1,17,Information Technology,9.31,true
411,Enterprise Information Management,"The Enterprise Information Management subcategory includes skills and software tools related to storing, organizing, and managing an organization's information in order to support decision-making processes or day-to-day operations.",1,17,Information Technology,9.31,true
415,Extensible Languages and XML,"The Extensible Languages and XML subcategory includes skills related to using a class of meta, markup, query, or execution languages that allow developers and users to add or define new language features.",1,17,Information Technology,9.31,true
416,"Extraction, Transformation, and Loading (ETL)","The Extraction, Transformation, and Loading (ETL) subcategory includes skills and software tools used in the process of integrating data into a data warehouse so that it can be accessed and use, including extracting data from various sources, transforming the data by cleaning and standardization, and loading the prepared data into a database system.",1,17,Information Technology,9.31,true
419,Firmware,The Firmware subcategory includes skills related to software that is installed directly on a hardware device.,1,17,Information Technology,9.31,true
421,General Networking,The General Networking subcategory includes skills related to interactions between devices connected via a wired or wireless computer network.,1,17,Information Technology,9.31,true
422,Geospatial Information and Technology,"The Geospatial Information and Technology subcategory includes skills, software tools, and technologies related to the capture, storage, manipulation, analysis, and management of spatial or geographic data.",1,17,Information Technology,9.31,true
426,Identity and Access Management,"The Identity and Access Management subcategory includes skills, software tools, and technologies used to ensure that only authorized persons in an enterprise have access to particular data and system resources.",1,17,Information Technology,9.31,true
428,Integrated Development Environments (IDEs),"The Integrated Development Environments (IDEs) subcategory includes skills and software tools related to developing software applications using a single, integrated interface.",1,17,Information Technology,9.31,true
430,Internet of Things (IoT),"The Internet of Things (IoT) subcategory includes skills related to physical devices embedded with software, sensors, and other technologies, allowing them to collect and exchange data with other connected devices over a network.",1,17,Information Technology,9.31,true
434,iOS Development,The iOS Development subcategory includes skills related to software programming and development for the Apple iOS operating system.,1,17,Information Technology,9.31,true
435,IT Automation,The IT Automation subcategory includes skills and software tools related to creating systems or processes that replace or reduce manual human interaction with IT systems and tasks.,1,17,Information Technology,9.31,true
436,IT Management,"The IT Management subcategory includes skills related to managing the information technology resources of a firm, such as computer hardware, software, data, networks, and the staff hired to maintain them.",1,17,Information Technology,9.31,true
437,Java,The Java subcategory includes skills and software tools related to the Java programming language and its use in the development of software applications.,1,17,Information Technology,9.31,true
438,JavaScript and jQuery,"The JavaScript and jQuery subcategory includes skills and software tools related to programming in the JavaScript language and using various associated modules and libraries, such as jQuery.",1,17,Information Technology,9.31,true
440,Mainframe Technologies,"The Mainframe Technologies subcategory includes skills related to the use of large-scale, specialized computers with more data processing and storage capabilities than standard personal computers.",1,17,Information Technology,9.31,true
442,Microsoft Development Tools,"The Microsoft Development Tools subcategory includes skills related to software development using tools created by Microsoft for the creation, debugging, maintenance, and support of other programs and applications.",1,17,Information Technology,9.31,true
445,Microsoft Windows,The Microsoft Windows subcategory includes skills related to using the Microsoft Windows operating system.,1,17,Information Technology,9.31,true
446,Middleware,The Middleware subcategory includes skills related to software tools that act as an intermediary between software applications or between a software application and the underlying operating system.,1,17,Information Technology,9.31,true
447,Mobile Development,The Mobile Development subcategory includes skills related to developing software or systems for mobile devices.,1,17,Information Technology,9.31,true
450,Network Protocols,The Network Protocols subcategory includes skills related to the set of rules that define communication between two or more devices over a network.,1,17,Information Technology,9.31,true
451,Network Security,The Network Security subcategory includes skills and software tools related to monitoring and preventing unauthorized access to or misuse of a computer network and its associated resources.,1,17,Information Technology,9.31,true
452,Networking Hardware,"The Networking Hardware subcategory relates to physical devices required for communication and interaction between devices on a computer network, such as routers, switches, and cables.",1,17,Information Technology,9.31,true
453,Networking Software,"The Networking Software subcategory includes software tools used to create, deploy, and manage computer networks.",1,17,Information Technology,9.31,true
455,Operating Systems,The Operating Systems subcategory includes skills related to computer system software used to support a computer's basic functions and manage its hardware and software resources.,1,17,Information Technology,9.31,true
456,Other Programming Languages,The Other Programming Languages subcategory includes skills related to programming languages not covered in the other subcategories.,1,17,Information Technology,9.31,true
464,Query Languages,The Query Languages subcategory includes skills related to the use of a computer language to search and update the contents of a database or other information system.,1,17,Information Technology,9.31,true
470,Scripting,The Scripting subcategory includes skills related to executing scripts or computer commands that make use of an interpreter and therefore do not need to be compiled.,1,17,Information Technology,9.31,true
471,Scripting Languages,The Scripting Languages subcategory includes skills related to specific programming languages used to create commands within a file that are executed using an interpreter and therefore do not need to be compiled.,1,17,Information Technology,9.31,true
472,Search Engines,"The Search Engines subcategory includes skills related to using a software system that is designed to search the world wide web for information and return results in the form of links to web pages, images, videos, and other types of files.",1,17,Information Technology,9.31,true
473,Servers,The Servers subcategory includes skills related to a computer program or device that provides functionality for other programs or devices by serving up data or other resources.,1,17,Information Technology,9.31,true
474,Software Development,"The Software Development subcategory includes skills related to the planning, design, creation, testing, bug-fixing, and shipping of software applications.",1,17,Information Technology,9.31,true
476,Software Development Tools,"The Software Development Tools subcategory includes software tools used by software developers use to create, debug, maintain, or otherwise support other software programs and software applications.",1,17,Information Technology,9.31,true
477,Software Quality Assurance,"The Software Quality Assurance subcategory includes skills related to monitoring software engineering processes, methods, and activities and to ensure quality is maintained and regulatory standards are met.",1,17,Information Technology,9.31,true
479,Databases,The Databases subcategory includes software tools used to organize and access collections of electronic data.,1,17,Information Technology,9.31,true
480,System Design and Implementation,The System Design and Implementation subcategory includes skills related to planning and designing information systems and ensuring that the information system meets quality standards.,1,17,Information Technology,9.31,true
481,Systems Administration,"The Systems Administration subcategory includes skills related to managing software, hardware, network, server, or workstation systems efficiently and effectively.",1,17,Information Technology,9.31,true
482,Technical Support and Services,"The Technical Support and Services subcategory includes skills related to giving technical advice and assisting with hardware and software installations, maintenance, troubleshooting, and repairs.",1,17,Information Technology,9.31,true
483,Telecommunications,"The Telecommunications subcategory includes skills related to the electronic transmission of information by telephone, radio, computer networks, or other technologies.",1,17,Information Technology,9.31,true
484,Test Automation,The Test Automation subcategory includes skills related to using software to automatically execute tests on another software program.,1,17,Information Technology,9.31,true
486,Version Control,"The Version Control subcategory includes skills and software tools related to tracking and managing changes made to a computer program, file, or document over time so that specific versions can be retrieved later.",1,17,Information Technology,9.31,true
487,Video and Web Conferencing,"The Video and Web Conferencing subcategory includes skills and software tools used to conduct conferences between two or more participants in different locations in real time, using computer networks to transmit audio and video data.",1,17,Information Technology,9.31,true
488,Virtualization and Virtual Machines,"The Virtualization and Virtual Machines subcategory includes skills and technologies related to using software to create a virtual version of an operating system, application, server, database, or network.",1,17,Information Technology,9.31,true
490,Web Content,"The Web Content subcategory includes skills and software tools related to creating, publishing, and managing audio, visual, or textual content on a website.",1,17,Information Technology,9.31,true
491,Web Design and Development,"The Web Design and Development subcategory includes skills and software tools related to planning, designing, programming, and deploying functional, user-friendly, and aesthetically pleasing websites and web pages.",1,17,Information Technology,9.31,true
494,Web Services,The Web Services subcategory includes skills and software tools related to internet-based data exchange systems.,1,17,Information Technology,9.31,true
495,Wireless Technologies,The Wireless Technologies subcategory includes skills and tools related to the transfer of data between two or more points without the use of physical wires or cables.,1,17,Information Technology,9.31,true
258,Auditing,"The Auditing subcategory includes skills related to conducting an official examination of an organization's records or processes to ensure compliance with quality, safety, and ethical standards.",1,19,"Law, Regulation, and Compliance",9.31,true
502,Criminal Investigation and Forensics,"The Criminal Investigation and Forensics subcategory includes skills related to collecting, managing, and studying evidence in order to detect crimes and inform criminal trials, including using scientific methods and tests to evaluate physical evidence.",1,19,"Law, Regulation, and Compliance",9.31,true
503,Labor Compliance,The Labor Compliance subcategory includes skills related to ensuring compliance with regulations surrounding terms or conditions of employment.,1,19,"Law, Regulation, and Compliance",9.31,true
504,Law Enforcement and Criminal Justice,The Law Enforcement and Criminal Justice subcategory includes skills related to compelling compliance with the law and delivering justice to those who have committed crimes.,1,19,"Law, Regulation, and Compliance",9.31,true
505,Legal Proceedings,"The Legal Proceedings subcategory includes skills related to taking legal action in court, including legal hearings, appeals, and jury trials.",1,19,"Law, Regulation, and Compliance",9.31,true
506,Legal Support,The Legal Support subcategory includes skills and software tools related to supporting legal processes by performing a variety of tasks such as preparing legal documents and conducting legal research.,1,19,"Law, Regulation, and Compliance",9.31,true
507,Litigation and Civil Justice,"The Litigation and Civil Justice subcategory includes skills related to civil law, such as class action lawsuits and family law.",1,19,"Law, Regulation, and Compliance",9.31,true
508,Occupational Health and Safety,"The Occupational Health and Safety subcategory includes skills related to regulations, procedures, and strategies to prevent injury and illness at the workplace.",1,19,"Law, Regulation, and Compliance",9.31,true
509,Property Law,The Property Law subcategory includes skills related to laws protecting physical and intellectual property.,1,19,"Law, Regulation, and Compliance",9.31,true
510,Quality Assurance and Control,The Quality Assurance and Control subcategory includes skills related to maintaining the desired level of quality in a service or product.,1,19,"Law, Regulation, and Compliance",9.31,true
511,Regulation and Legal Compliance,The Regulation and Legal Compliance subcategory includes skills related to understanding and adhering to regulations and laws.,1,19,"Law, Regulation, and Compliance",9.31,true
512,Appliance Repair and Maintenance,The Appliance Repair and Maintenance subcategory includes skills related to repairing and maintaining appliances and domestic items.,1,20,"Maintenance, Repair, and Facility Services",9.31,true
513,Basic Electrical Systems,"The Basic Electrical Systems subcategory includes skills related to installing, maintaining, testing, and operating basic electrical systems and equipment.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
514,Cleaning and Janitorial Services,The Cleaning and Janitorial Services subcategory includes skills related to cleaning and sanitizing indoor spaces.,1,20,"Maintenance, Repair, and Facility Services",9.31,true
515,Equipment Repair and Maintenance,The Equipment Repair and Maintenance subcategory includes skills related to repairing and maintaining equipment and machinery.,1,20,"Maintenance, Repair, and Facility Services",9.31,true
516,Facility Management and Maintenance,"The Facility Management and Maintenance subcategory includes skills related to ensuring the safety, functionality, and efficiency of a building and its equipment.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
517,General Repairs and Maintenance,The General Repairs and Maintenance subcategory includes skills related to using general electrical and mechanical knowledge to perform basic repairs and maintenance.,1,20,"Maintenance, Repair, and Facility Services",9.31,true
518,Hand Tools,"The Hand Tools subcategory includes skills related to using hand tools, such as hammers and wrenches.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
519,HVAC,"The HVAC subcategory includes skills related to design, installation, and operation of heating, ventilation, and air conditioning (HVAC) systems.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
520,Plumbing,"The Plumbing subcategory includes skills related to installing, servicing, maintaining, and repairing plumbing systems.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
521,Power Tools,"The Power Tools subcategory includes skills related to operating power tools, such as nail guns.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
522,Vehicle Repair and Maintenance,The Vehicle Repair and Maintenance subcategory includes skills related to repairing and maintaining vehicles.,1,20,"Maintenance, Repair, and Facility Services",9.31,true
656,Groundskeeping and Yard Care,"The Groundskeeping and Yard Care subcategory includes skills and tools related to the routine care and maintenance of lawns, gardens, and landscaping.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
657,Telecommunications Equipment and Installation,"The Telecommunications Equipment and Installation subcategory includes skills and equipment necessary for the installation, repair, and maintenance of telecommunications systems.",1,20,"Maintenance, Repair, and Facility Services",9.31,true
524,Computer-Aided Manufacturing,"The Computer-Aided Manufacturing subcategory includes skills related to tools, software, and computer-controlled machinery used to automate the manufacturing process.",1,21,Manufacturing and Production,9.31,true
525,Electronics Manufacturing,"The Electronics Manufacturing subcategory includes skills relating to making electronic equipment, components, and systems.",1,21,Manufacturing and Production,9.31,true
526,Food Science and Processing,"The Food Science and Processing subcategory includes skills related to the study and manufacture of food and beverage items, such as food chemistry, dairy science, and seafood processing.",1,21,Manufacturing and Production,9.31,true
527,Lean Manufacturing,"The Lean Manufacturing subcategory includes skills related to methods, strategies, and approaches which help to minimize waste, optimize output, and improve performance throughout the manufacturing process.",1,21,Manufacturing and Production,9.31,true
530,Machinery,The Machinery subcategory includes skills related to equipment and machine tools used during the manufacturing process.,1,21,Manufacturing and Production,9.31,true
531,Manufacturing Design,"The Manufacturing Design subcategory includes skills related to creating, identifying, and reviewing designs used for manufacturing processes, as well as designing the manufacturing facility for optimization.",1,21,Manufacturing and Production,9.31,true
532,Manufacturing Processes,"The Manufacturing Processes subcategory includes skills related to different types of manufacturing processes, such as molding, etching, and coating.",1,21,Manufacturing and Production,9.31,true
533,Manufacturing Standards,The Manufacturing Standards subcategory includes skills related to standards and procedures involved in the manufacturing process.,1,21,Manufacturing and Production,9.31,true
534,Metal Fabrication,The Metal Fabrication subcategory includes skills related to processes and tools used for creating metal products and structures.,1,21,Manufacturing and Production,9.31,true
535,Micro Manufacturing,"The Micro Manufacturing subcategory includes skills related to manufacturing small, micro-scale components.",1,21,Manufacturing and Production,9.31,true
536,Plant Operations and Management,The Plant Operations and Management subcategory includes skills related to overseeing and managing the daily operations of a manufacturing plant.,1,21,Manufacturing and Production,9.31,true
537,Product Development,"The Product Development subcategory includes skills related to developing a new product, including conceptualization, research, prototyping, and testing.",1,21,Manufacturing and Production,9.31,true
538,Product Inspection,The Product Inspection subcategory includes skills related to checking manufactured products for compliance with specifications and identifying potential failures and defects.,1,21,Manufacturing and Production,9.31,true
539,Production and Assembly,The Production and Assembly subcategory includes skills related to the manufacture and assembly of goods into finished products.,1,21,Manufacturing and Production,9.31,true
540,Textiles,The Textiles subcategory includes skills related to the manufacture and production of fabrics and apparel.,1,21,Manufacturing and Production,9.31,true
541,Transportation Equipment Manufacturing,"The Transportation Equipment Manufacturing subcategory includes skills related to the production and assembly of aircraft, ships, and other transportation vehicles.",1,21,Manufacturing and Production,9.31,true
542,"Welding, Brazing, and Soldering","The Welding, Brazing, and Soldering subcategory includes skills related to various fabrication processes and tools used to join metals and other materials by melting and then cooling either the joined material itself or a filler material.",1,21,Manufacturing and Production,9.31,true
543,Advertising,The Advertising subcategory includes skills related to advertising methods and strategies.,1,22,Marketing and Public Relations,9.31,true
544,Brand Management,"The Brand Management subcategory includes skills related to the creation, communication, and enhancement of brands for companies and products.",1,22,Marketing and Public Relations,9.31,true
547,Fundraising and Crowdsourcing,The Fundraising and Crowdsourcing subcategory includes skills and software tools related to crowdsourcing and fundraising.,1,22,Marketing and Public Relations,9.31,true
548,Industry Specific Marketing,The Industry Specific Marketing subcategory includes skills related to marketing practices and strategies for a particular industry.,1,22,Marketing and Public Relations,9.31,true
549,Market Analysis,The Market Analysis subcategory includes skills related to researching and assessing the market demand for a product or service.,1,22,Marketing and Public Relations,9.31,true
551,Marketing Software,"The Marketing Software subcategory includes software tools used to plan, analyze, or execute an organization's marketing activities.",1,22,Marketing and Public Relations,9.31,true
552,Marketing Strategy and Techniques,"The Marketing Strategy and Techniques subcategory includes skills related to a variety of marketing activities and techniques, including developing, implementing, and assessing an organization's marketing plan.",1,22,Marketing and Public Relations,9.31,true
553,Online Advertising,The Online Advertising subcategory includes skills and software tools related to conducting online advertising campaigns.,1,22,Marketing and Public Relations,9.31,true
554,Digital Marketing,"The Digital Marketing subcategory includes skills and software tools related to promoting a business, product, or service using internet-based digital media and platforms.",1,22,Marketing and Public Relations,9.31,true
555,Promotions and Campaigns,"The Promotions and Campaigns subcategory includes skills related to planning, executing, and overseeing the promotion of an individual, organization, product, or service.",1,22,Marketing and Public Relations,9.31,true
556,Public Relations,The Public Relations subcategory includes skills related to enhancing publicity or improving public perception of an organization or company.,1,22,Marketing and Public Relations,9.31,true
557,Social Media,"The Social Media subcategory includes skills related to monitoring, managing, and updating content on social media platforms.",1,22,Marketing and Public Relations,9.31,true
558,Web Analytics and SEO,The Web Analytics and SEO subcategory includes skills and software tools related to collecting and analyzing user behavior and trends on the web and improving website visibility and traffic through search engine optimization.,1,22,Marketing and Public Relations,9.31,true
498,Language Competency,"The Language Competency subcategory includes skills related to verbal or written fluency within a particular language, including sign languages.",1,23,Media and Communications,9.31,true
499,"Language Interpretation, Translation, and Studies","The Language Interpretation, Translation, and Studies subcategory includes skills related to interpreting or translating spoken or written content from one language to another. This subcategory also includes skills related to the study of languages, such as linguistics and phonetics, as well as teaching a language to a non-native speaker.",1,23,Media and Communications,9.31,true
559,Audio Production and Technology,"The Audio Production subcategory includes skills, software tools, and technologies related to creating, recording, and editing sound.",1,23,Media and Communications,9.31,true
560,Content Development and Management,"The Content Development and Management subcategory includes skills and software tools related to creating, editing, manipulating, and publishing information in a variety of formats.",1,23,Media and Communications,9.31,true
561,Journalism,"The Journalism subcategory includes skills and software tools related to gathering, preparing, and distributing news through print, radio, television, or electronic media.",1,23,Media and Communications,9.31,true
562,Literature and Literary Studies,"The Literature and Literary Studies subcategory includes skills related to the creation and study of written works, such as biographies and works of fiction.",1,23,Media and Communications,9.31,true
563,Media Production,"The Media Production subcategory includes skills, software tools, and technologies related to designing, creating, and editing print and electronic media.",1,23,Media and Communications,9.31,true
565,Photo/Video Production and Technology,"The Photo/Video Production and Technology subcategory includes skills, software tools, and technologies related to creating and manipulating still and moving images.",1,23,Media and Communications,9.31,true
566,Streaming Media Systems,The Streaming Media Systems subcategory includes skills and technologies related to streaming media over computer networks.,1,23,Media and Communications,9.31,true
567,Writing and Editing,"The Writing and Editing subcategory includes skills related to technical, creative, or any other form of writing and editing.",1,23,Media and Communications,9.31,true
576,Communication,"The Communication subcategory includes skills related to efficient and effective interpersonal, verbal, and nonverbal communication.",1,23,Media and Communications,9.31,true
185,Coaching and Athletic Training,"The Coaching and Athletic Training subcategory includes skills related to sports training, coaching, and fitness instruction.",1,24,"Performing Arts, Sports, and Recreation",9.31,true
187,Sports and Recreation,"The Sports and Recreation subcategory includes skills related to sports, recreation, and leisure activities.",1,24,"Performing Arts, Sports, and Recreation",9.31,true
568,Dance,The Dance subcategory includes skills related to the choreography and performance of any dance style.,1,24,"Performing Arts, Sports, and Recreation",9.31,true
569,Music,The Music subcategory includes skills related to the composition and performance of any musical style.,1,24,"Performing Arts, Sports, and Recreation",9.31,true
570,Theatre and Performance Art,"The Theatre and Performance Art subcategory includes skills related to creating, directing, and performing theatre or other types of performance art, including technical skills such as stagecraft and set design.",1,24,"Performing Arts, Sports, and Recreation",9.31,true
571,Animal Care,The Animal Care subcategory includes skills related to the care and supervision of animals and pets.,1,25,Personal Care and Services,9.31,true
572,Beauty and Body Treatments and Alterations,The Beauty and Body Treatments and Alterations subcategory includes skills related to providing beauty or body enhancements or alterations.,1,25,Personal Care and Services,9.31,true
573,Child Care,The Child Care subcategory includes skills related to the care and supervision of children.,1,25,Personal Care and Services,9.31,true
